start_iso,iso,rel_s,state,x,y,rect_w,rect_h,iti_ms,event,outside_in_trial,max_outside_before_fail,trial_outcome,iti_kind,release_dwell_required_ms,release_dwell_elapsed_ms
2026-03-18T16:21:30.747,2026-03-18T16:21:31.460,0.713708,SHOW,388,391,1920,1080,1610,TOUCH_TTL_FAIL,0,,success,correct,,
